rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,resampled_sampling_rate,resampled_filename,resampled_channels
5,no,barswa,2 (stereo),5/24/2017,Not specified,16,XC378427.mp3,Not specified,Barn Swallow,Not specified,XC378427 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Källslätten, Falun, Dalarna",60.6226,44100 (Hz),song,300 m,Song from a bird in a tree in the pasture close to a barn. Flew away singing.,192000 (bps),mp3,Not specified,,378427,https://www.xeno-canto.org/378427,Sweden,Mikael Litsgård,Hirundo rustica_Barn Swallow,15.4678,Not specified,12:36,Mikael Litsgård,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC378427.wav,1 (mono)
5,no,barswa,2 (stereo),5/24/2017,Not specified,99,XC378429.mp3,Not specified,Barn Swallow,Not specified,XC378429 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Källslätten, Falun, Dalarna",60.6226,44100 (Hz),song,300 m,Song with a funny twist from a bird in a tree in the pasture close to a barn.,192000 (bps),mp3,Not specified,,378429,https://www.xeno-canto.org/378429,Sweden,Mikael Litsgård,Hirundo rustica_Barn Swallow,15.4678,Not specified,12:39,Mikael Litsgård,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC378429.wav,1 (mono)
5,no,barswa,1 (mono),07-03-2017,increasing,20,XC378685.mp3,level,Barn Swallow,>20,XC378685 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," L'Urgell (near  Bellpuig), Lérida, Cataluña",41.6254,16000 (Hz),song,300 m,,24070 (bps),mp3,level,,378685,https://www.xeno-canto.org/378685,Spain,Xavier Riera,Hirundo rustica_Barn Swallow,1.012,6-10(s),13:30,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC378685.wav,1 (mono)
5,,barswa,2 (stereo),07-03-2017,Not specified,17,XC378710.mp3,level,Barn Swallow,Not specified,XC378710 Barn Swallow (Hirundo rustica),[],,Hirundo rustica," Minusio, Crocifisso (near  Minusio), Locarno, Ticino",46.1784,44100 (Hz),"call, female, juvenile, male, song",240 m,bird-seen:yes,257512 (bps),mp3,level,,378710,https://www.xeno-canto.org/378710,Switzerland,Roby,Hirundo rustica_Barn Swallow,8.8154,>10(s),09:30,Roby,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC378710.wav,1 (mono)
5,no,barswa,2 (stereo),07-07-2017,Not specified,288,XC379573.mp3,Not specified,Barn Swallow,Not specified,XC379573 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Hagenheim, near Hofstten, Landsberg/Lech, Oberbayern, Bayern",47.9963,44100 (Hz),"call, song",700 m,"early in the morning Barn Swallows sing inside a former cowshed, where now hens and a cock are living and every year more than 20 pairs of Barn Swallows breed. Most birds of the first brood are fledged",320000 (bps),mp3,Not specified,,379573,https://www.xeno-canto.org/379573,Germany,Beatrix Saadi-Varchmin,Hirundo rustica_Barn Swallow,10.9543,Not specified,05:02,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC379573.wav,1 (mono)
5,no,barswa,2 (stereo),05-02-2017,Not specified,141,XC380526.mp3,Not specified,Barn Swallow,Not specified,XC380526 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Jiuliushan NR, Jiangxi",24.5822,44100 (Hz),"call, song",400 m,A pair apparently nest-prospecting inside the reserve buildings; in the background the sound of crockery being washed up!,186723 (bps),mp3,Not specified,,380526,https://www.xeno-canto.org/380526,China,Guy Kirwan,Hirundo rustica_Barn Swallow,114.4422,Not specified,09:30,Guy Kirwan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC380526.wav,1 (mono)
5,no,barswa,2 (stereo),08-03-2017,Not specified,129,XC383822.mp3,Not specified,Barn Swallow,Not specified,XC383822 Barn Swallow (Hirundo rustica),[],no,Hirundo rustica," Achaia, Western Greece, Peloponnisos Dytiki Ellada ke Ionio",38.1518,44100 (Hz),"flight call, song",0 m,Nesting in abandoned wooden houses,217342 (bps),mp3,Not specified,,383822,https://www.xeno-canto.org/383822,Greece,Joost van Bruggen,Hirundo rustica_Barn Swallow,21.3854,Not specified,09:14,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC383822.wav,1 (mono)
5,no,barswa,2 (stereo),8/18/2017,Not specified,17,XC383831.mp3,Not specified,Barn Swallow,Not specified,XC383831 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Underhill Farm, Peak National Park, Staffordshire, England",53.1234,44100 (Hz),"call, flight call, juvenile",340 m,HY birds calling from inside a barn when flying in to roost,128000 (bps),mp3,Not specified,,383831,https://www.xeno-canto.org/383831,United Kingdom,Dominic Garcia-Hall,Hirundo rustica_Barn Swallow,-1.9189,Not specified,13:00,Dominic Garcia-Hall,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC383831.wav,1 (mono)
5,no,barswa,2 (stereo),08-12-2017,Not specified,17,XC383832.mp3,Not specified,Barn Swallow,Not specified,XC383832 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Underhill Farm, Peak National Park, Staffordshire, England",53.1234,44100 (Hz),"begging call, call, juvenile, wing beat",340 m,HY juves solicitation calls near nest in barn.,128000 (bps),mp3,Not specified,,383832,https://www.xeno-canto.org/383832,United Kingdom,Dominic Garcia-Hall,Hirundo rustica_Barn Swallow,-1.9189,Not specified,13:00,Dominic Garcia-Hall,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC383832.wav,1 (mono)
5,no,barswa,2 (stereo),8/21/2017,Not specified,29,XC385612.mp3,Not specified,Barn Swallow,Not specified,XC385612 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Bellaguarda, Les Garrigues, Catalunya",41.3359,44100 (Hz),song,650 m,perched,218671 (bps),mp3,Not specified,,385612,https://www.xeno-canto.org/385612,Spain,Jordi Calvet,Hirundo rustica_Barn Swallow,0.737,Not specified,08:00,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC385612.wav,1 (mono)
5,no,barswa,1 (mono),7/20/2013,Not specified,37,XC394763.mp3,Not specified,Barn Swallow,Not specified,XC394763 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Groenekan, De Bilt, Utrecht",52.1346,44100 (Hz),"begging call, juvenile",0 m,Male feeding juvenile,128000 (bps),mp3,Not specified,,394763,https://www.xeno-canto.org/394763,Netherlands,Frank Roos,Hirundo rustica_Barn Swallow,5.1221,Not specified,15:19,Frank Roos,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC394763.wav,1 (mono)
5,no,barswa,1 (mono),5/14/2015,Not specified,7,XC394892.mp3,Not specified,Barn Swallow,Not specified,XC394892 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Westbroek, De Bilt, Utrecht",52.156,44100 (Hz),song,0 m,Bird singing while sitting on a fence,128000 (bps),mp3,Not specified,,394892,https://www.xeno-canto.org/394892,Netherlands,Frank Roos,Hirundo rustica_Barn Swallow,5.098,Not specified,14:00,Frank Roos,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC394892.wav,1 (mono)
5,no,barswa,1 (mono),03-03-2018,Not specified,114,XC405617.mp3,Not specified,Barn Swallow,Not specified,XC405617 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Paralimni, Ammochostos",35.0573,44100 (Hz),song,30 m,,128000 (bps),mp3,Not specified,,405617,https://www.xeno-canto.org/405617,Cyprus,João Tomás,Hirundo rustica_Barn Swallow,34.0009,Not specified,04:30,João Tomás,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC405617.wav,1 (mono)
5,no,barswa,1 (mono),4/22/2018,Not specified,32,XC412707.mp3,Not specified,Barn Swallow,Not specified,XC412707 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Vauvert, Gard, Languedoc-Roussillon",43.6073,44100 (Hz),"call, flight call, song",0 m,,320000 (bps),mp3,Not specified,,412707,https://www.xeno-canto.org/412707,France,Stanislas Wroza,Hirundo rustica_Barn Swallow,4.2865,Not specified,16:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC412707.wav,1 (mono)
5,no,barswa,1 (mono),08-05-2017,Not specified,20,XC413800.mp3,Not specified,Barn Swallow,Not specified,XC413800 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Wild Wings Park, Cache Creek, Yolo County, California",38.6833,44100 (Hz),"begging call, call, juvenile",30 m,"many juveniles and adults, includes bat-like clicking call",99172 (bps),mp3,Not specified,,413800,https://www.xeno-canto.org/413800,United States,Steve Hampton,Hirundo rustica_Barn Swallow,-121.8814,Not specified,07:30,Steve Hampton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC413800.wav,1 (mono)
5,no,barswa,2 (stereo),03-07-2018,Not specified,37,XC413887.mp3,Not specified,Barn Swallow,Not specified,XC413887 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica, Jahara pool reserve ,29.3635,44100 (Hz),song,0 m,,83209 (bps),mp3,Not specified,,413887,https://www.xeno-canto.org/413887,Kuwait,Omar Alshaheen,Hirundo rustica_Barn Swallow,47.696,Not specified,14:00,Omar Alshaheen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC413887.wav,1 (mono)
5,no,barswa,2 (stereo),07-03-2018,Not specified,16,XC423524.mp3,Not specified,Barn Swallow,Not specified,XC423524 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Holmsund, Västerbottens län",63.6832,48000 (Hz),alarm call,0 m,Attacking a Magpie,262732 (bps),mp3,Not specified,,423524,https://www.xeno-canto.org/423524,Sweden,Lars Edenius,Hirundo rustica_Barn Swallow,20.3362,Not specified,12:00,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC423524.wav,1 (mono)
5,,barswa,2 (stereo),6/26/2017,Not specified,42,XC423687.mp3,Not specified,Barn Swallow,Not specified,XC423687 Barn Swallow (Hirundo rustica),[],,Hirundo rustica," Castelvetrano (near  Marinella), Provincia di Trapani, Sicilia",37.5823,44100 (Hz),"call, song",10 m,Adult at the nest,255781 (bps),mp3,Not specified,,423687,https://www.xeno-canto.org/423687,Italy,Giuseppe Speranza,Hirundo rustica_Barn Swallow,12.8324,Not specified,06:10,Giuseppe Speranza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC423687.wav,1 (mono)
5,no,barswa,2 (stereo),7/23/2018,Not specified,60,XC428701.mp3,Not specified,Barn Swallow,Not specified,XC428701 Barn Swallow (Hirundo rustica),[],no,Hirundo rustica," Inishbofin, Co. Galway ",53.6146,48000 (Hz),call,20 m,"The clip is edited from several minutes of sounds made by two young Swallows that were sitting on a cottage roof. At least one parent was 'keeping an eye' on them and (probably) occasionally arriving to feed them.  I did not see any of the activity as I left the recorder and then played back the result. The opening ten seconds contain a burst of calls that accompanied the youngsters flying off [0:02]. This was when I left the recorder on the cottage roof, thereby disturbing them. At some point, a Wren landed on the roof and it must have perched right beside the recorder because its song is loud and clear at 0:10. After that, the Wren changes perch and the subsequent song-bursts are not so close. From 0:30, the young Swallows are resting on the roof and making typical twitters - the sound of offspring hoping to receive food from an incoming parent. It seems that, at around forty seconds, an adult flies in and may have delivered food - the calls become more intense at 0:45. Irrespective of whether the young were fed or not, they fly off at the end of the recording.",195522 (bps),mp3,Not specified,,428701,https://www.xeno-canto.org/428701,Ireland,Anthony McGeehan ,Hirundo rustica_Barn Swallow,-10.1973,Not specified,08:30,Anthony McGeehan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC428701.wav,1 (mono)
5,no,barswa,2 (stereo),7/28/2018,Not specified,81,XC429022.mp3,Not specified,Barn Swallow,Not specified,XC429022 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Harper's Island, County Cork",51.9086,44100 (Hz),"begging call, call, female, juvenile, male",0 m,"Begging calls from a fledged juvenile Barn Swallow inside in the observation hide at Harper's Island, with calls from its attending parents also. High pass filter applied below 2kHz because of the low background drone of traffic, which still detracts from the recording somewhat.",195452 (bps),mp3,Not specified,,429022,https://www.xeno-canto.org/429022,Ireland,Harry Hussey,Hirundo rustica_Barn Swallow,-8.3147,Not specified,17:11,Harry Hussey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC429022.wav,1 (mono)
5,no,barswa,1 (mono),8/17/2018,Not specified,64,XC431633.mp3,Not specified,Barn Swallow,Not specified,XC431633 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Castelo Rodrigo (near  Figueira de Castelo Rodrigo), Figueira de Castelo Rodrigo, Guarda",40.8892,44100 (Hz),"alarm call, call",650 m,,128000 (bps),mp3,Not specified,,431633,https://www.xeno-canto.org/431633,Portugal,João Tomás,Hirundo rustica_Barn Swallow,-6.9623,Not specified,06:00,João Tomás,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC431633.wav,1 (mono)
5,,barswa,2 (stereo),7/21/2018,Not specified,11,XC432092.mp3,Not specified,Barn Swallow,Not specified,XC432092 Barn Swallow (Hirundo rustica),[],,Hirundo rustica," Mykolaivs'kyi district, Lviv Oblast",49.5042,44100 (Hz),song,260 m,bird-seen:yes,320000 (bps),mp3,Not specified,,432092,https://www.xeno-canto.org/432092,Ukraine,Rostyslav Romanyshyn,Hirundo rustica_Barn Swallow,23.9547,Not specified,11:30,Rostyslav Romanyshyn,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC432092.wav,1 (mono)
5,no,barswa,2 (stereo),7/31/2018,Not specified,48,XC433031.mp3,Not specified,Barn Swallow,Not specified,XC433031 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Nordfriesland (near  Friedrichstadt), Schleswig-Holstein",54.3767,44100 (Hz),Adults feeding babies,0 m,"Recorded with my ZOOM H5 Handy recorder. Audacity high pass filter applied

Adults feeding three babies in a nest in the city

We can hear the babies, the weak sound and the strong sound is the parents flying by

[Picture 1](http://www.aladdin.st/bird-watching/maps/barn_swallow7.jpg)

[Picture 2](http://www.aladdin.st/bird-watching/maps/barn_swallow8.jpg)

[Picture 3](http://www.aladdin.st/bird-watching/maps/barn_swallow9.jpg)

[Picture 4](http://www.aladdin.st/bird-watching/maps/barn_swallow10.jpg)

[Picture 5](http://www.aladdin.st/bird-watching/maps/barn_swallow11.jpg)

[Picture 6](http://www.aladdin.st/bird-watching/maps/barn_swallow12.jpg)

[Picture 7](http://www.aladdin.st/bird-watching/maps/barn_swallow13.jpg)",188629 (bps),mp3,Not specified,,433031,https://www.xeno-canto.org/433031,Germany,Aladdin,Hirundo rustica_Barn Swallow,9.0913,Not specified,11:00,Aladdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC433031.wav,1 (mono)
5,no,barswa,2 (stereo),7/31/2018,Not specified,14,XC433032.mp3,Not specified,Barn Swallow,Not specified,XC433032 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Nordfriesland (near  Friedrichstadt), Schleswig-Holstein",54.3767,44100 (Hz),Adult feeding babies,0 m,"Recorded with my ZOOM H5 Handy recorder. Audacity high pass filter applied

Adults feeding three babies in a nest in the city

We can hear the babies in the beginning, the weak sound and the strong sound is the parents flying by at the end of the recording.

[Picture 1](http://www.aladdin.st/bird-watching/maps/barn_swallow7.jpg)

[Picture 2](http://www.aladdin.st/bird-watching/maps/barn_swallow8.jpg)

[Picture 3](http://www.aladdin.st/bird-watching/maps/barn_swallow9.jpg)

[Picture 4](http://www.aladdin.st/bird-watching/maps/barn_swallow10.jpg)

[Picture 5](http://www.aladdin.st/bird-watching/maps/barn_swallow11.jpg)

[Picture 6](http://www.aladdin.st/bird-watching/maps/barn_swallow12.jpg)

[Picture 7](http://www.aladdin.st/bird-watching/maps/barn_swallow13.jpg)",198900 (bps),mp3,Not specified,,433032,https://www.xeno-canto.org/433032,Germany,Aladdin,Hirundo rustica_Barn Swallow,9.0913,Not specified,11:00,Aladdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC433032.wav,1 (mono)
5,no,barswa,1 (mono),08-11-2018,Not specified,42,XC433813.mp3,Not specified,Barn Swallow,Not specified,XC433813 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Oriente (near  San Martín), Asturias, Principado de Asturias",43.3139,48000 (Hz),call,380 m,"Swallows flying and settling on phone wires in front of house balcony.

Recorded on Sennheiser MKE600 and Roland Edirol.
Recording amplified",256000 (bps),mp3,Not specified,,433813,https://www.xeno-canto.org/433813,Spain,Carlos Abrahams,Hirundo rustica_Barn Swallow,-5.3944,Not specified,08:00,Carlos Abrahams,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC433813.wav,1 (mono)
5,no,barswa,2 (stereo),7/31/2018,Not specified,78,XC435493.mp3,Not specified,Barn Swallow,Not specified,XC435493 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Embassament d'Utxesa-Secà, Segrià, Catalunya",41.5048,48000 (Hz),flight call,150 m,Adults and juveniles in a group flying over the water.,128000 (bps),mp3,Not specified,,435493,https://www.xeno-canto.org/435493,Spain,Jordi Calvet,Hirundo rustica_Barn Swallow,0.547,Not specified,09:00,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC435493.wav,1 (mono)
5,no,barswa,2 (stereo),07-08-2006,Not specified,40,XC443771.mp3,Not specified,Barn Swallow,Not specified,XC443771 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Tromsø, Troms",69.5294,48000 (Hz),"male, song",10 m,,128000 (bps),mp3,Not specified,,443771,https://www.xeno-canto.org/443771,Norway,Karl-Birger Strann,Hirundo rustica_Barn Swallow,18.2951,Not specified,15:30,Karl-Birger Strann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC443771.wav,1 (mono)
5,no,barswa,1 (mono),04-06-2016,Not specified,117,XC446455.mp3,Not specified,Barn Swallow,Not specified,XC446455 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Grizzly Island Wildlife Area, Solano County, California",38.1529,48000 (Hz),song,0 m,,128000 (bps),mp3,Not specified,,446455,https://www.xeno-canto.org/446455,United States,Ed Pandolfino,Hirundo rustica_Barn Swallow,-121.9785,Not specified,08:22,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC446455.wav,1 (mono)
5,no,barswa,2 (stereo),5/18/2018,Not specified,15,XC447363.mp3,Not specified,Barn Swallow,Not specified,XC447363 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Fenland (near  Coates), Cambridgeshire, England",52.5747,48000 (Hz),song,0 m,,192000 (bps),mp3,Not specified,,447363,https://www.xeno-canto.org/447363,United Kingdom,David Darrell-Lambert,Hirundo rustica_Barn Swallow,-0.057,Not specified,08:30,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC447363.wav,1 (mono)
5,no,barswa,1 (mono),5/13/2018,Not specified,23,XC452058.mp3,Not specified,Barn Swallow,Not specified,XC452058 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Lake Apopka Wildlife Drive, Orange County, Florida",28.6712,48000 (Hz),call,20 m,dozen under bridge where I presume they nest,128000 (bps),mp3,Not specified,,452058,https://www.xeno-canto.org/452058,United States,Paul Marvin,Hirundo rustica_Barn Swallow,-81.592,Not specified,13:59,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC452058.wav,1 (mono)
5,no,barswa,1 (mono),5/13/2018,Not specified,17,XC452059.mp3,Not specified,Barn Swallow,Not specified,XC452059 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Lake Apopka Wildlife Drive, Orange County, Florida",28.6712,48000 (Hz),call,20 m,dozen under bridge where I presume they nest,128000 (bps),mp3,Not specified,,452059,https://www.xeno-canto.org/452059,United States,Paul Marvin,Hirundo rustica_Barn Swallow,-81.592,Not specified,14:02,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC452059.wav,1 (mono)
5,,barswa,1 (mono),0000-00-00,Not specified,11,XC46803.mp3,Not specified,Barn Swallow,Not specified,XC46803 Barn Swallow (Hirundo rustica),[],,Hirundo rustica," Albufera Mar Chiquita (puente en la ruta), Mar Chiquita, Buenos Aires",-37.7181,44100 (Hz),call,2 m,,128000 (bps),mp3,Not specified,,46803,https://www.xeno-canto.org/46803,Argentina,Bernabe Lopez-Lanus,Hirundo rustica_Barn Swallow,-57.4445,Not specified,?,Bernabe Lopez-Lanus,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC46803.wav,1 (mono)
5,no,barswa,2 (stereo),04-06-2019,Not specified,6,XC471591.mp3,Not specified,Barn Swallow,Not specified,XC471591 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Rogliano, Haute-Corse, Corse",42.965,44100 (Hz),"call, flight call",0 m,,320000 (bps),mp3,Not specified,,471591,https://www.xeno-canto.org/471591,France,Stanislas Wroza,Hirundo rustica_Barn Swallow,9.4512,Not specified,07:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC471591.wav,1 (mono)
5,no,barswa,2 (stereo),04-09-2019,Not specified,51,XC471705.mp3,Not specified,Barn Swallow,Not specified,XC471705 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Pianottoli-Caldarello, Corse-du-Sud, Corse",41.492,44100 (Hz),song,80 m,,320000 (bps),mp3,Not specified,,471705,https://www.xeno-canto.org/471705,France,Stanislas Wroza,Hirundo rustica_Barn Swallow,9.055,Not specified,14:30,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC471705.wav,1 (mono)
5,no,barswa,1 (mono),04-12-2019,Not specified,63,XC471775.mp3,Not specified,Barn Swallow,Not specified,XC471775 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Rogliano, Haute-Corse, Corse",42.965,44100 (Hz),"call, song",0 m,,320000 (bps),mp3,Not specified,,471775,https://www.xeno-canto.org/471775,France,Stanislas Wroza,Hirundo rustica_Barn Swallow,9.4512,Not specified,07:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC471775.wav,1 (mono)
5,no,barswa,1 (mono),04-12-2019,Not specified,188,XC471778.mp3,Not specified,Barn Swallow,Not specified,XC471778 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Rogliano, Haute-Corse, Corse",42.965,44100 (Hz),"call, song",0 m,,320000 (bps),mp3,Not specified,,471778,https://www.xeno-canto.org/471778,France,Stanislas Wroza,Hirundo rustica_Barn Swallow,9.4512,Not specified,07:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC471778.wav,1 (mono)
5,no,barswa,2 (stereo),05-05-2019,Not specified,9,XC472345.mp3,Not specified,Barn Swallow,Not specified,XC472345 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Visitor Center Hornborgasjön, Falköping Municipality, Västra Götalands län",58.3245,44100 (Hz),song,120 m,"Recorded with my ZOOM H5 Handy recorder.

This bird was really not scared. Perching on a wood rail taking a rest from nest building

Video at: https://www.youtube.com/watch?v=SspLvA2HGEY

[Picture 1](http://www.aladdin.st/europe-19/514.jpg)

[Picture 2](http://www.aladdin.st/bird-watching/sweden/360.jpg)

[Picture 3](http://www.aladdin.st/bird-watching/sweden/359.jpg)

[Picture 4](http://www.aladdin.st/bird-watching/sweden/358.jpg)",212813 (bps),mp3,Not specified,,472345,https://www.xeno-canto.org/472345,Sweden,Aladdin,Hirundo rustica_Barn Swallow,13.5857,Not specified,10:30,Aladdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC472345.wav,1 (mono)
3.5,no,bawwar,2 (stereo),05-06-2012,level,11,XC101292.mp3,level,Black-and-white Warbler,20-Jul,XC101292 Black-and-white Warbler (Mniotilta varia),"['Spizella passerina_Chipping Sparrow', 'Setophaga palmarum_Palm Warbler']",no,Mniotilta varia," Powderhorn Park, Minneapolis, Hennepin, Minnesota",44.942,44100 (Hz),song,250 m,,128000 (bps),mp3,increasing,Chipping Sparrow (Spizella passerina); Palm Warbler (Setophaga palmarum),101292,https://www.xeno-canto.org/101292,United States,Jonathon Jongsma,Mniotilta varia_Black-and-white Warbler,-93.259,0-3(s),08:25,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0,32000,XC101292.wav,1 (mono)
4,no,bawwar,2 (stereo),04-08-2013,both,22,XC130499.mp3,both,Black-and-white Warbler,20-Jul,XC130499 Black-and-white Warbler (Mniotilta varia),[],yes,Mniotilta varia," Indigo Trail, J.N. ""Ding"" Darling National Park, Sanibel Island, Florida",26.453,44100 (Hz),song,0 m,Incomplete song from a migrant in thick mangroves. img:http://www.flickr.com/photos/madbirder/8659765043/in/set-72157633275577232/,128000 (bps),mp3,level,,130499,https://www.xeno-canto.org/130499,United States,Mike Nelson,Mniotilta varia_Black-and-white Warbler,-82.1262,0-3(s),08:30,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC130499.wav,1 (mono)
4,yes,bawwar,2 (stereo),04-08-2013,level,6,XC130500.mp3,level,Black-and-white Warbler,03-Jan,XC130500 Black-and-white Warbler (Mniotilta varia),[],yes,Mniotilta varia," Indigo Trail, J.N. ""Ding"" Darling National Park, Sanibel Island, Florida",26.453,44100 (Hz),call,0 m,Call from a migrant in thick mangroves after playback of XC130499. img:http://www.flickr.com/photos/madbirder/8659765043/in/set-72157633275577232/,128000 (bps),mp3,level,,130500,https://www.xeno-canto.org/130500,United States,Mike Nelson,Mniotilta varia_Black-and-white Warbler,-82.1262,0-3(s),08:30,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC130500.wav,1 (mono)
3.5,no,bawwar,2 (stereo),4/24/2013,Not specified,11,XC131879.mp3,Not specified,Black-and-white Warbler,Not specified,XC131879 Black-and-white Warbler (Mniotilta varia),"['Corvus ossifragus_Fish Crow', 'Vireo olivaceus_Red-eyed Vireo', 'Mimus polyglottos_Northern Mockingbird', 'Cardinalis cardinalis_Northern Cardinal', 'Thryothorus ludovicianus_Carolina Wren', 'Gallus gallus_Red Junglefowl']",yes,Mniotilta varia," Hephzibah, Richmond, Georgia",33.3198,48000 (Hz),song,120 m,,320000 (bps),mp3,Not specified,Fish Crow (Corvus ossifragus); Red-eyed Vireo (Vireo olivaceus); Northern Mockingbird (Mimus polyglottos); Northern Cardinal (Cardinalis cardinalis); Carolina Wren (Thryothorus ludovicianus); Red Junglefowl (Gallus gallus),131879,https://www.xeno-canto.org/131879,United States,Liam Wolff,Mniotilta varia_Black-and-white Warbler,-82.0069,Not specified,09:00,Liam Wolff,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC131879.wav,1 (mono)
